,study_sid,study_name,output_pk,subset_pk,subset_name,intervention_pk,group_pk,individual_pk,normed,tissue,tissue_label,method,method_label,label,time,time_unit,measurement_type,measurement_type_label,choice,choice_label,substance,substance_label,value,mean,median,min,max,sd,se,cv,unit
202,PKDB00067,Bergman1981,"[180214, 180215, 180216, 180217, 180218, 180219, 180220, 180221, 180222, 180223, 180224, 180225, 180226, 180227, 180228, 180229, 180230, 180231, 180232, 180233, 180234, 180235, 180236, 180237, 180238]",4163,glc_obese_lower,[2650],1461,,TRUE,plasma,plasma,,,glc_obese_lower,"[-13.0, -8.0, -3.0, 2.0, 4.0, 6.0, 8.0, 10.0, 14.0, 19.0, 22.0, 27.0, 32.0, 42.0, 52.0, 62.0, 72.0, 82.0, 92.0, 102.0, 112.0, 122.0, 142.0, 162.0, 182.0]",min,concentration,concentration,,,glucose,D-glucose,,"[1.292184, 1.288166, 1.3032423, 2.5958923, 2.5190416, 2.4536676, 2.403702, 2.3614165000000003, 2.2615007, 2.2422011, 2.161506, 2.0845523, 2.007654, 1.872999, 1.7267245, 1.6573168999999999, 1.5379198, 1.4569324000000001, 1.3721008000000001, 1.3026141000000002, nan, 1.1406787, 1.1052361000000002, 1.09290565, 1.0881766000000002]",,,,"[0.08073774700844731, nan, nan, 0.7510364604904812, nan, nan, nan, nan, 0.2537423669384365, nan, nan, nan, nan, 0.21314384222041255, nan, nan, nan, nan, 0.16239542174775126, nan, nan, nan, nan, nan, 0.131904302018309]","[0.0305160000000001, nan, nan, 0.28386510000000004, nan, nan, nan, nan, 0.0959056000000001, nan, nan, nan, nan, 0.0805608000000001, nan, nan, nan, nan, 0.0613797, nan, nan, nan, nan, nan, 0.0498551400000001]","[0.06248161794949273, nan, nan, 0.2893172650076743, nan, nan, nan, nan, 0.11220087923847934, nan, nan, nan, nan, 0.11379816124857116, nan, nan, nan, nan, 0.11835531452773095, nan, nan, nan, nan, nan, 0.1212158964071723]",gram / liter
203,PKDB00072,Ferrannini1979,"[181516, 181517, 181518, 181519, 181520, 181521, 181522, 181523, 181524, 181525, 181526, 181527, 181528, 181529, 181530, 181531, 181532, 181533, 181534, 181535, 181536, 181537, 181538, 181539, 181540, 181541, 181542, 181543, 181544, 181545, 181546, 181547, 181548, 181549, 181550, 181551, 181552, 181553, 181554, 181555, 181556, 181557, 181558, 181559, 181560, 181561, 181562, 181563, 181564, 181565, 181566, 181567, 181568, 181569, 181570, 181571, 181572, 181573, 181574, 181575, 181576, 181577, 181578, 181579, 181580, 181581, 181582, 181583, 181584, 181585, 181586, 181587, 181588, 181589, 181590, 181591, 181592, 181593, 181594, 181595, 181596, 181597, 181598, 181599, 181600, 181601, 181602, 181603, 181604, 181605, 181606]",4181,rins,[2656],1464,,TRUE,plasma,plasma,,,rins,"[-0.46626103, 0.49275842, 1.317199, 2.3389754, 3.4135141, 4.3788095, 5.3785048, 6.414924, 7.4408846, 8.514494, 9.536735, 10.354668, 11.382022, 12.460977, 13.436731, 14.463854, 15.490512, 16.41327, 17.540108, 18.516792, 19.388649, 20.413214, 21.540283, 22.564848, 23.488306, 24.40944, 25.43261, 26.66009, 27.68303, 28.552095, 29.62617, 30.445498, 31.520267, 32.545067, 33.568237, 34.43893, 35.513702, 36.74095, 37.660923, 38.53022, 39.501793, 40.524498, 41.444935, 42.5727, 43.493366, 44.617878, 45.486713, 46.563347, 47.534916, 48.660126, 49.631466, 50.44963, 51.57693, 52.753044, 53.570744, 54.440273, 55.721447, 56.590282, 57.612988, 58.533424, 59.507553, 60.479122, 61.655235, 62.422264, 63.49843, 64.62387, 65.544075, 66.51565, 67.59019, 68.61289, 69.48219, 70.557655, 71.68287, 72.655136, 73.62624, 74.54691, 75.41598, 76.43868, 77.46139, 78.48409, 79.60884, 80.627594, 81.65007, 82.72321, 83.59298, 84.82139, 85.63909, 86.6618, 87.63313, 88.70721, 89.73038]",min,secretion-rate,secretion rate,,,insulin,insulin,,"[2361.025, 52624.596, 94646.77399999999, 95062.935, 72386.73400000001, 52761.467000000004, 40461.11, 34468.376, 33053.424999999996, 33164.864, 33377.57, 33486.7, 31461.376, 29233.059999999998, 27410.734, 25487.14, 23767.004, 22758.043, 21954.39, 19725.147, 18613.997000000003, 17809.415999999997, 16904.034, 16099.453000000001, 14785.306999999999, 14488.444, 14294.235, 14203.605, 14111.124, 14220.714, 14128.6955, 13627.452, 13230.248, 12323.94, 12129.731, 11527.222, 11130.018, 11141.116, 11352.895999999999, 11360.757, 11369.542, 11378.791, 11387.114, 10176.545, 10083.139, 10296.77, 10508.087, 9297.055999999999, 9305.842, 9214.287, 9324.8005, 9332.198999999999, 8325.088, 8335.722, 8546.577, 8452.71, 7243.5289999999995, 7454.8464, 7464.0946, 7472.418000000001, 6362.1902, 6370.976, 6381.6113000000005, 6388.5474, 5380.973, 5187.688999999999, 5297.741, 5306.526, 5011.051, 5020.2994, 5028.16, 4325.7713, 4234.2157, 3937.8161, 4150.0587, 4056.6535000000003, 4166.2426000000005, 4175.491, 4184.7390000000005, 4193.987, 4305.888000000001, 6044.52, 6155.4966, 6470.392000000001, 6274.7964999999995, 5777.2517, 5988.107, 5997.355, 6107.869, 6015.851, 5821.6424]",,,,"[3349.7779960296252, 19292.20088512381, 42784.502270318066, 46561.30413133448, 49074.13497797279, 34815.18642358236, 34820.896924873836, 23915.55467008641, 18039.60964227246, 21387.493071267072, 6293.454826569664, 13841.409893895385, 17202.643938905785, 15938.606954837678, 17618.2612321793, 18872.769719146607, 12161.772108976265, 13429.61471953682, 10909.176743019247, 14678.396212790143, 13002.547561940968, 10491.650451841073, 10482.113708529017, 9647.052879961424, 10912.990615722943, 10918.7134863313, 11332.4300279114, 10480.212956835609, 10062.682542551811, 9639.429257659658, 9643.241068810541, 10072.211039652613, 7971.212475323499, 12167.490856478997, 10907.275991325836, 7969.303477418839, 8800.554556388364, 8379.21026940087, 6283.930452574487, 5870.211849441573, 6716.716357673071, 6714.80735976841, 5037.057957225825, 6710.993487064713, 7134.250895062494, 5875.932658497117, 5874.027783698082, 5872.118785793421, 5033.248207627754, 5875.932658497117, 5872.120847346234, 5452.683496710588, 5456.493246308658, 5445.057812856007, 4609.999045841225, 6710.993487064713, 5027.525337019397, 5454.590845372998, 5443.148402640784, 5027.525337019397, 5454.589608441311, 7132.337774052207, 5872.1196104145465, 3780.653253981297, 3778.747966871699, 4611.902271398009, 2514.715105909216, 2939.8745025320945, 4609.996571977849, 2934.1549304082378, 4194.373506356462, 2936.0622790706484, 4186.746997880758, 4604.2769998539925, 3767.307585692298, 3769.214522044146, 3357.403679884205, 4617.621843521866, 2934.1532811659877, 2936.0593928967105, 2939.8745025320945, 4190.558396721078, 5450.777384979864, 3353.592693354442, 3353.5898071805086, 4609.9961596672865, 3782.561839575396, 3361.217552587901, 2520.437976517573, 3355.4988050851694, 3355.4971558429193]","[812.4405, 4679.045999999999, 10376.766, 11292.775000000001, 11902.226, 8443.923, 8445.308, 5800.374, 4375.24800000001, 5187.229, 1526.387, 3357.0350000000003, 4172.254, 3865.68, 4273.0560000000005, 4577.319, 2949.663, 3257.16, 2645.864, 3560.034, 3153.581, 2544.5989999999997, 2542.2859999999996, 2339.754, 2646.789, 2648.177, 2748.5179999999996, 2541.825, 2440.5589999999997, 2337.905, 2338.8295000000003, 2442.87, 1933.3029999999999, 2951.0499999999997, 2645.403, 1932.84, 2134.448, 2032.257, 1524.077, 1423.7355, 1629.0430000000001, 1628.58, 1221.666, 1627.655, 1730.31, 1425.1229999999998, 1424.661, 1424.198, 1220.742, 1425.1229999999998, 1424.1985, 1322.47, 1323.394, 1320.6205, 1118.0890000000002, 1627.655, 1219.354, 1322.9325999999999, 1320.1574, 1219.354, 1322.9323, 1729.846, 1424.1982, 916.9431, 916.481, 1118.5506, 609.908, 713.0243, 1118.0884, 711.6371, 1017.285, 712.0997, 1015.4353000000001, 1116.7012, 913.7062999999999, 914.1688, 814.29, 1119.9378, 711.6367, 712.099, 713.0243, 1016.3597, 1322.0076999999999, 813.3656999999989, 813.365, 1118.0883, 917.4060000000001, 815.215, 611.2959999999999, 813.828, 813.8276]","[1.4187812479874737, 0.3666004558994393, 0.4520439573600054, 0.4897945148793742, 0.6779437649165493, 0.6598600911453496, 0.8606016227650165, 0.6938404835228215, 0.5457712670403282, 0.6448840879090314, 0.18855341555930116, 0.4133405170976951, 0.5467861271835595, 0.5452254042114537, 0.6427504360948268, 0.740482051699273, 0.5117082535508584, 0.590104110425348, 0.4969018379931871, 0.7441463535247743, 0.6985360297383182, 0.589106933761392, 0.6200953990348704, 0.5992161895165894, 0.7380969915418695, 0.7536153286254411, 0.7927972380411683, 0.7378558441209544, 0.7131028359294278, 0.6778442529439561, 0.6825287634524038, 0.7391118339402416, 0.6024990971691158, 0.9873052657250032, 0.8992182919246796, 0.6913464039660934, 0.7907044316000535, 0.7520979289149193, 0.5535090299932711, 0.5167095686882109, 0.5907640217761693, 0.5901160641555337, 0.4423471967722309, 0.6594569657054249, 0.7075426506629031, 0.5706578527535447, 0.5590006804947544, 0.6316105642252151, 0.5408697254507172, 0.6376980289953109, 0.6297315258751364, 0.5842871006834068, 0.6554276959365064, 0.6532196986483003, 0.5393971230635639, 0.7939457862702866, 0.6940712651277294, 0.7316838674735133, 0.7292442947656081, 0.6728110414887652, 0.8573446308539017, 1.1195047311514292, 0.9201625317440669, 0.5917860535841523, 0.7022425064893838, 0.8890090117965842, 0.4746768681045782, 0.5540111369532712, 0.9199660055301471, 0.5844581561028487, 0.8341766185555873, 0.6787372876302195, 0.9887892574487308, 1.1692463240865902, 0.9077721203539357, 0.9291438181851484, 0.8058589002676427, 1.105887150402639, 0.7011556231263139, 0.7000640185333694, 0.6827568442402807, 0.6932822451941721, 0.8855138324631459, 0.518298225726423, 0.5344539551490648, 0.7979566061951717, 0.6316790664521185, 0.5604499904687819, 0.412654229571324, 0.5577762489604828, 0.576383248109317]",microIU / minute
204,PKDB00072,Ferrannini1979,"[181401, 181402, 181403, 181404, 181405, 181406, 181407, 181408, 181409, 181410, 181411, 181412, 181413, 181414, 181415, 181416, 181417, 181418, 181419, 181420, 181421, 181422, 181423, 181424]",4179,ins,[2656],1464,,TRUE,plasma,plasma,,,ins,"[0.0, 1.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 17.0, 20.0, 25.0, 30.0, 38.0, 55.0, 75.0, 90.0]",min,concentration,concentration,,,insulin,insulin,,"[0.00563051, 0.0350878, 0.05535132, 0.06349579, 0.05743121, 0.056801330000000004, 0.04509361, 0.04488011, 0.043204479999999996, 0.04257308, 0.04047803, 0.0371308, 0.03587206, 0.03482225, 0.0369077, 0.03418631, 0.03125142, 0.029984590000000002, 0.02390131, 0.02011597, 0.016945850000000002, 0.01499305, 0.00862907, 0.00646631]",,,,"[nan, nan, 0.025847666704884604, 0.026707128072544602, 0.02498408223159898, 0.031010537107170524, 0.022399513470180595, 0.022399513470180554, 0.01895131900442025, 0.024981979447729917, 0.018953421788289355, 0.020674406076422125, 0.01981700626157493, 0.013784325496508706, 0.02584350236820273, 0.017228314394530885, 0.0180918988678165, 0.013780119928770576, 0.012059218102750277, 0.009480875230826531, 0.005164973186154988, 0.006892183363782482, 0.00344815323470405, 0.0025824659775493656]","[nan, nan, 0.00626898, 0.00647743, 0.00605953, 0.00752116, 0.00543268000000001, 0.0054326800000000005, 0.004596370000000001, 0.00605902, 0.004596880000000011, 0.00501428, 0.00480633, 0.00334319, 0.00626797, 0.004178480000000001, 0.00438793, 0.0033421699999999998, 0.00292479, 0.00229945, 0.00125269, 0.0016716, 0.0008363000000000001, 0.00062634]","[nan, nan, 0.46697471180243944, 0.42061258033870597, 0.4350262206141744, 0.5459473767105545, 0.49673364962753247, 0.4990966704444475, 0.43864245107035776, 0.5868022573825976, 0.46823972876865194, 0.55679937077634, 0.5524356912197106, 0.3958482147623633, 0.7002198015103279, 0.5039536116805495, 0.5789144578971611, 0.4595733984947126, 0.504542140273913, 0.47131086548779555, 0.30479280686156124, 0.4596918814905894, 0.3995973186802343, 0.39937243614199835]",IU / liter
205,PKDB00083,Mitrakou1992,"[182404, 182405, 182406, 182407, 182408, 182409, 182410, 182411, 182412, 182413, 182414, 182415, 182416]",4186,rdtot_obese igt,[2658],1471,,TRUE,plasma,plasma,,,rdtot_obese igt,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,rd,Rate of disappearance (Rd),,,glucose,D-glucose,,"[2.00533563805032e-06, 2.07542960690544e-06, 1.8854543306660401e-06, 4.67232851548548e-06, 5.4005814568476005e-06, 5.66211446846712e-06, 4.1098087148382e-06, 3.88145429101476e-06, 3.1786703467199996e-06, 3.0804931388228403e-06, 2.8597537238911202e-06, 2.1723518489425202e-06, 2.1429758113056003e-06]",,,,"[2.225768192514386e-07, 3.2386682932724105e-07, 4.656027762279763e-07, 1.0122971414735568e-06, 8.704110505612747e-07, 7.489736207264355e-07, 6.276358102516388e-07, 6.479848519690392e-07, 6.682838456825905e-07, 4.454553564689377e-07, 7.492748620448418e-07, 3.6461400747057906e-07, 3.8486199988497014e-07]","[8.412613019244001e-08, 1.2241015547184e-07, 1.759813079486402e-07, 3.826123556058e-07, 3.289844540268e-07, 2.8308541985568e-07, 2.3722403826348e-07, 2.4491525309244e-07, 2.52587551554e-07, 1.683662990569195e-07, 2.8319927837184e-07, 1.3781114118539984e-07, 1.454641629678e-07]","[0.1109923022501301, 0.15604809156121716, 0.2469446056874267, 0.21665795504714713, 0.16116987726527995, 0.13227807825107463, 0.1527165505259649, 0.16694383171510474, 0.2102400603988954, 0.14460520974870963, 0.26200677904016917, 0.1678429797862025, 0.1795923210400095]",1 / minute
206,PKDB00083,Mitrakou1992,"[182391, 182392, 182393, 182394, 182395, 182396, 182397, 182398, 182399, 182400, 182401, 182402, 182403]",4187,rdtot_obese normal,[2658],1470,,TRUE,plasma,plasma,,,rdtot_obese normal,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,rd,Rate of disappearance (Rd),,,glucose,D-glucose,,"[1.86756232959972e-06, 1.8305521865478e-06, 1.88543523414276e-06, 4.113639729626401e-06, 4.80362756207652e-06, 4.2921688020300005e-06, 3.5511768582372002e-06, 3.0243362090004006e-06, 2.6736478356423602e-06, 2.84319271446624e-06, 1.86503366166804e-06, 1.96575863402016e-06, 1.9517646657294e-06]",,,,"[3.2386635267958587e-07, 4.455049278251325e-07, 4.6590401754638143e-07, 1.0933391591349686e-06, 1.0326457065433014e-06, 8.909602842940716e-07, 6.682838456825905e-07, 5.667416889969195e-07, 5.264473261265017e-07, 4.6540115426961215e-07, 2.837230871160269e-07, 4.658539695425324e-07, 3.444165397076937e-07]","[1.224099753159602e-07, 1.6838503526844e-07, 1.760951664647998e-07, 4.132433591028e-07, 3.9030339027888e-07, 3.3675133432536004e-07, 2.52587551554e-07, 2.1420822381408003e-07, 1.9897838618652e-07, 1.7590510201140002e-07, 1.0723724710236018e-07, 1.7607625009739984e-07, 1.3017721592628003e-07]","[0.1734166231276474, 0.24337188040801006, 0.2471068796792754, 0.26578388750496273, 0.2149720587615472, 0.20757810920033898, 0.1881865849999726, 0.18739374521599175, 0.19690226929232793, 0.16368962677121346, 0.15212759584310773, 0.23698431815599735, 0.17646417406525838]",1 / minute
207,PKDB00083,Mitrakou1992,"[182261, 182262, 182263, 182264, 182265, 182266, 182267, 182268, 182269, 182270, 182271, 182272, 182273]",4194,raend_nonobese normal,[2658],1468,,TRUE,plasma,plasma,,,raend_nonobese normal,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[1.9335635171730002e-06, 1.84030384417632e-06, 1.91863562080032e-06, 1.183305021489756e-06, 6.4464890290992e-07, 6.59541921104232e-07, 7.252974841507199e-07, 7.4661803176932e-07, 8.694547423182361e-07, 1.1640921715580402e-06, 1.293565410367632e-06, 1.4484003093712803e-06, 1.6410337856200803e-06]",,,,"[3.816782473680006e-07, 3.2424923687688e-07, 2.858927889337206e-07, 7.055099189462161e-07, 5.151929950959839e-07, 4.3785402149548806e-07, 5.91068814701472e-07, 4.1961664359162e-07, 3.621872007263886e-07, 3.24040292087256e-07, 3.81887624531736e-07, 3.6323224895509255e-07, 3.0559391534700053e-07]","[1.272260824560002e-07, 1.0808307895896e-07, 9.529759631124019e-08, 2.3516997298207203e-07, 1.71730998365328e-07, 1.45951340498496e-07, 1.9702293823382402e-07, 1.3987221453054e-07, 1.207290669087962e-07, 1.08013430695752e-07, 1.27295874843912e-07, 1.2107741631836418e-07, 1.0186463844900018e-07]","[0.1973962810003986, 0.17619331606732958, 0.1490083817032784, 0.5962198301651708, 0.7991838546074038, 0.6638759531197274, 0.8149329449192538, 0.5620231841939595, 0.41656820429857583, 0.2783630884258547, 0.2952209617472713, 0.25078167037451404, 0.1862203679319917]",1 / minute
208,PKDB00083,Mitrakou1992,"[182443, 182444, 182445, 182446, 182447, 182448, 182449, 182450, 182451, 182452, 182453, 182454, 182455]",4189,rdmus_obese normal,[2658],1470,,TRUE,plasma,plasma,,,rdmus_obese normal,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,rd,Rate of disappearance (Rd),,,glucose,D-glucose,,"[1.353706847788032e-07, 1.4043889485108e-07, 1.220884799418648e-07, 7.836994444873679e-07, 6.691783150007281e-07, 6.156329428303561e-07, 4.07332516742352e-07, 3.72574484330724e-07, 2.6276041362996e-07, 1.95140597537232e-07, 1.486412371334232e-07, 1.419913953532152e-07, 9.3158911812996e-08]",,,,"[6.827141628000272e-08, 1.054318875448253e-07, 1.0541651089145223e-07, 3.472986850874511e-07, 2.1094099200987498e-07, 4.093818992488603e-07, 2.0472178872775432e-07, 1.1791633827260787e-07, 1.3652747497253857e-07, 1.3024670311273034e-07, 9.932071168739383e-08, 1.1169725891887767e-07, 2.047372082794164e-07]","[2.5804169875864802e-08, 3.9849507814248e-08, 3.9843695985559205e-08, 1.31266564485876e-07, 7.9728200881056e-08, 1.5473181380911202e-07, 7.737756298999201e-08, 4.4568186654384004e-08, 5.1602535129276004e-08, 4.92286265031924e-08, 3.75397004518272e-08, 4.22175956038488e-08, 7.738339103271e-08]","[0.5043294003539893, 0.7507313957192857, 0.8634435529187414, 0.4431529045100006, 0.3152238906750071, 0.6649772466150656, 0.5025913235825609, 0.31649064343315797, 0.5195892070896468, 0.6674505702888391, 0.6681908305044695, 0.7866480827307993, 2.1977200494827467]",1 / minute
209,PKDB00083,Mitrakou1992,"[182066, 182067, 182068, 182069, 182070, 182071, 182072, 182073, 182074, 182075, 182076, 182077, 182078]",4196,glc_nonobese igt,[2658],1469,,TRUE,plasma,plasma,,,glc_nonobese igt,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,concentration,concentration,,,glucose,D-glucose,,"[1.090705781933568, 1.09361365997706, 1.0965381303771, 1.71648234754056, 2.1021177188127598, 2.03477112712764, 1.8970868156817602, 1.52512707726036, 1.20004227741204, 0.9920703295400399, 0.93643837395192, 0.915916997817, 0.911064985610076]",,,,"[0.2651185295271646, 0.2100364038318821, 0.2650715992558408, 0.2431706531040576, 0.26521259389292334, 0.32043591804839994, 0.29820544088179307, 0.36428540304840296, 0.4748258099904467, 0.34238410020617444, 0.22089304184301542, 0.209848427967698, 0.16557585714489173]","[0.09373355502343199, 0.07425908272277999, 0.09371696266688401, 0.08597380889772036, 0.09376681179888001, 0.11329120529388019, 0.10543154471711999, 0.12879433939140017, 0.16787627506331998, 0.12105105951312017, 0.07809748390205999, 0.074192623218648, 0.058539905693964]","[0.24307061896854623, 0.19205722415380938, 0.2417349583317112, 0.14166801858025607, 0.12616448237861336, 0.1574800790989891, 0.15719124629234552, 0.23885577043375414, 0.3956742349231527, 0.34512079437444343, 0.2358863626132827, 0.22911293104926705, 0.18173879993205672]",gram / liter
210,PKDB00083,Mitrakou1992,"[182235, 182236, 182237, 182238, 182239, 182240, 182241, 182242, 182243, 182244, 182245, 182246, 182247]",4192,raoral_obese normal,[2658],1470,,TRUE,plasma,plasma,,,raoral_obese normal,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[nan, nan, 0.0, 3.1134449103659997e-06, 4.2191905375360804e-06, 2.45479627417716e-06, 2.55454804446552e-06, 2.2439591271896398e-06, 1.80273287586996e-06, 1.79007242140296e-06, 1.3727378123432999e-07, 0.0, 0.0]",,,,"[nan, nan, 1.1939827873248683e-06, 1.1837177510763495e-06, 1.7785473331287118e-06, 1.1847987879594906e-06, 5.926694148767028e-07, 1.1360391627237346e-06, 1.0369012168134444e-06, 1.678329780278248e-06, 8.375438114620679e-07, 1.5935078513775563e-06, 2.1682132740764806e-06]","[nan, nan, 4.512830749933321e-07, 4.4740325597724e-07, 6.7222770548796e-07, 4.4781184951308e-07, 2.2400798306256e-07, 4.2938244345672e-07, 3.9191182197551997e-07, 6.3434903093856e-07, 3.1656180532140004e-07, 6.02289355281984e-07, 8.195075875079281e-07]","[nan, nan, nan, 0.3801955021382402, 0.42153757155687654, 0.48264648289668416, 0.23200558555190734, 0.5062655326287173, 0.5751829517798405, 0.9375764690921642, 6.101265689129364, nan, nan]",1 / minute
211,PKDB00083,Mitrakou1992,"[182364, 182352, 182353, 182354, 182355, 182356, 182357, 182358, 182359, 182360, 182361, 182362, 182363]",4200,ratot_obese igt,[2658],1471,,TRUE,plasma,plasma,,,ratot_obese igt,"[300.0, -60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[2.01778981403472e-06, 1.9061591054868e-06, 2.0379215130012e-06, 1.9549224379940403e-06, 5.69701156320252e-06, 5.450533818162841e-06, 4.9722006800836804e-06, 3.82314125562048e-06, 3.3784316903610005e-06, 2.96941731038532e-06, 2.7483456880108803e-06, 2.5537159044557997e-06, 2.04950589639696e-06]",,,,"[4.5451452181328774e-07, 2.2713261754467645e-07, 1.1319237868643736e-07, 9.219890933852203e-08, 8.195699050130505e-07, 1.2501023766771463e-06, 6.36419473250989e-07, 4.5451499846094393e-07, 5.007379048730318e-07, 4.307803284450624e-07, 4.3327128909378294e-07, 3.405747596027038e-07, 5.227289977643394e-07]","[1.717903417122002e-07, 8.584806009348e-08, 4.2782697758880176e-08, 3.484791218016e-08, 3.0976830724248e-07, 4.7249428600836006e-07, 2.4054395082012e-07, 1.7179052186808038e-07, 1.8926113833108e-07, 1.6281965982347982e-07, 1.637611544523602e-07, 1.2872515953348017e-07, 1.9757299016664003e-07]","[0.2252536506289782, 0.11915721877092243, 0.055543051076457586, 0.04716243854315161, 0.14385961761192867, 0.22935411803361794, 0.12799553240081177, 0.118885222405202, 0.1482160809412505, 0.14507234363403207, 0.1576480320448203, 0.1333643883442394, 0.25505122902222394]",1 / minute
212,PKDB00083,Mitrakou1992,"[182456, 182457, 182458, 182459, 182460, 182461, 182462, 182463, 182464, 182465, 182466, 182467, 182468]",4199,rdmus_obese igt,[2658],1471,,TRUE,plasma,plasma,,,rdmus_obese igt,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,rd,Rate of disappearance (Rd),,,glucose,D-glucose,,"[1.1426188517532e-07, 1.19347577574192e-07, 1.126977303893076e-07, 7.273956696071401e-07, 7.113842256942e-07, 8.712016958710081e-07, 4.5424546820611203e-07, 4.40549657896752e-07, 3.7527460661339996e-07, 2.2796743097761201e-07, 2.00226271920516e-07, 1.25572143384072e-07, 1.1658918387213002e-07]",,,,"[9.305534984629456e-08, 1.0543192567663776e-07, 1.0547813666685846e-07, 2.2333278243338828e-07, 2.66743229352984e-07, 4.031783300098467e-07, 1.9231441192589938e-07, 2.6057045155252907e-07, 2.854006962050493e-07, 1.4884233446442096e-07, 1.2401213747666626e-07, 1.1166642458203004e-07, 1.5512309679127606e-07]","[3.5171616265344e-08, 3.98495222267184e-08, 3.98669883392844e-08, 8.441185741812e-08, 1.0081946411118002e-07, 1.52387085030912e-07, 7.2688015355652e-08, 9.848637340282801e-08, 1.0787132373760801e-07, 5.6257114507308006e-08, 4.6872182188116e-08, 4.22059413199716e-08, 5.8631019530274e-08]","[0.8144041182544225, 0.8834023096203723, 0.9359384284181279, 0.3070306736277497, 0.37496365496814926, 0.4627841427773599, 0.4233711184513953, 0.5914666982072582, 0.7605116124978398, 0.6529105224642301, 0.619359968535475, 0.8892611177344464, 1.3305101866173827]",1 / minute
213,PKDB00083,Mitrakou1992,"[182309, 182310, 182311, 182312, 182300, 182301, 182302, 182303, 182304, 182305, 182306, 182307, 182308]",4203,raend_obese igt,[2658],1471,,TRUE,plasma,plasma,,,raend_obese igt,"[210.0, 240.0, 270.0, 300.0, -60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[1.47579985684872e-06, 1.47762879934248e-06, 1.358868169625328e-06, 1.7869503200025604e-06, 1.90781870145336e-06, 1.9546401337300802e-06, 1.9060247092003203e-06, 1.74911686457904e-06, 1.382400815263272e-06, 1.193494998374316e-06, 1.3357535216601602e-06, 1.2930777284004721e-06, 1.3654002074756038e-06]",,,,"[2.6932403808480405e-07, 4.880004495696005e-07, 3.024135856506318e-07, 3.7043578193737205e-07, 3.201566039752261e-07, 2.3549730725466052e-07, 2.695080240799066e-07, 3.536148861675084e-07, 3.865195897724538e-07, 4.0426246510275e-07, 4.037096014868971e-07, 3.874411880147609e-07, 2.188602544856027e-07]","[1.0179491812344e-07, 1.8444683274984e-07, 1.1430159153127183e-07, 1.4001156510371983e-07, 1.2100782210192018e-07, 8.900961563159983e-08, 1.0186445829312001e-07, 1.3365386409852017e-07, 1.4609067305608818e-07, 1.52796849579972e-07, 1.5258788677476018e-07, 1.46439004450068e-07, 8.272140074931618e-08]","[0.18249360632131548, 0.3302591623733596, 0.2225481414683621, 0.2073005487566332, 0.16781290786767813, 0.12048115824024146, 0.1413979697004976, 0.20216767291453272, 0.2796002328013984, 0.33872154106502683, 0.30223360443410313, 0.29962714499307236, 0.16029018692639474]",1 / minute
